Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","Belarus","Total Population - Both sexes","Population","2019","1000 persons","9452"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Grand Total","2019","kcal/capita/day","3295"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Grand Total","2019","g/capita/day","91.65"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Grand Total","2019","g/capita/day","130.05"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Vegetal Products","2019","kcal/capita/day","2459"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Vegetal Products","2019","g/capita/day","41.87"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Vegetal Products","2019","g/capita/day","67.99"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Animal Products","2019","kcal/capita/day","836"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Animal Products","2019","g/capita/day","49.78"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Animal Products","2019","g/capita/day","62.06"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Cereals - Excluding Beer","2019","kg","121.31"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Cereals - Excluding Beer","2019","kcal/capita/day","929"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","25.3"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","13.38"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Starchy Roots","2019","kg","175.98"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Starchy Roots","2019","kcal/capita/day","323"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","7.72"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","0.48"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Sugar Crops","2019","kg","0"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Sugar Crops","2019","kcal/capita/day","0"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Sugar Crops","2019","g/capita/day","0"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Sugar Crops","2019","g/capita/day","0"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2019","kg","79.78"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Sugar & Sweeteners","2019","kcal/capita/day","312"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Pulses","2019","kg","0.02"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Pulses","2019","kcal/capita/day","0"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Pulses","2019","g/capita/day","0.01"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Pulses","2019","g/capita/day","0"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Treenuts","2019","kg","2.59"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Treenuts","2019","kcal/capita/day","24"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","0.58"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","2.29"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Oilcrops","2019","kg","1.28"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Oilcrops","2019","kcal/capita/day","14"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","0.93"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","1.09"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Vegetable Oils","2019","kg","17.5"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Vegetable Oils","2019","kcal/capita/day","413"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","0.04"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","46.75"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Vegetables","2019","kg","156.46"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Vegetables","2019","kcal/capita/day","108"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","4.76"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","0.78"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2019","kg","74.19"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2019","kcal/capita/day","99"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","0.94"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","0.65"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Stimulants","2019","kg","2.77"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Stimulants","2019","kcal/capita/day","30"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","0.62"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","2.43"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Spices","2019","kg","0.18"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Spices","2019","kcal/capita/day","2"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.05"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.05"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","2019","kg","76.97"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Alcoholic Beverages","2019","kcal/capita/day","197"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","0.72"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","0"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Meat","2019","kg","82.39"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Meat","2019","kcal/capita/day","389"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Meat","2019","g/capita/day","27.52"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Meat","2019","g/capita/day","29.99"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Offals","2019","kg","8.21"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Offals","2019","kcal/capita/day","25"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Offals","2019","g/capita/day","4.09"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Offals","2019","g/capita/day","0.64"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Animal fats","2019","kg","7.56"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Animal fats","2019","kcal/capita/day","184"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","0.32"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","20.5"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Eggs","2019","kg","13.45"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Eggs","2019","kcal/capita/day","51"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Eggs","2019","g/capita/day","3.94"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Eggs","2019","g/capita/day","3.61"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2019","kg","68.7"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Milk - Excluding Butter","2019","kcal/capita/day","165"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2019","g/capita/day","10.74"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Milk - Excluding Butter","2019","g/capita/day","6.45"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Fish, Seafood","2019","kg","11.84"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Fish, Seafood","2019","kcal/capita/day","21"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Fish, Seafood","2019","g/capita/day","3.17"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Fish, Seafood","2019","g/capita/day","0.85"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Aquatic Products, Other","2019","kg","0"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Aquatic Products, Other","2019","kcal/capita/day","0"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Aquatic Products, Other","2019","g/capita/day","0"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Aquatic Products, Other","2019","g/capita/day","0"
"Food Balances (2010-)","Belarus","Food supply quantity (kg/capita/yr)","Miscellaneous","2019","kg","6.11"
"Food Balances (2010-)","Belarus","Food supply (kcal/capita/day)","Miscellaneous","2019","kcal/capita/day","7"
"Food Balances (2010-)","Belarus","Protein supply quantity (g/capita/day)","Miscellaneous","2019","g/capita/day","0.2"
"Food Balances (2010-)","Belarus","Fat supply quantity (g/capita/day)","Miscellaneous","2019","g/capita/day","0.08"
"Food Balances (2010-)","Bulgaria","Total Population - Both sexes","Population","2019","1000 persons","7000"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Grand Total","2019","kcal/capita/day","2854"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Grand Total","2019","g/capita/day","82.24"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Grand Total","2019","g/capita/day","105.92"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Vegetal Products","2019","kcal/capita/day","2164"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Vegetal Products","2019","g/capita/day","40.83"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Vegetal Products","2019","g/capita/day","53.51"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Animal Products","2019","kcal/capita/day","690"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Animal Products","2019","g/capita/day","41.42"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Animal Products","2019","g/capita/day","52.41"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Cereals - Excluding Beer","2019","kg","135.95"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Cereals - Excluding Beer","2019","kcal/capita/day","1059"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","30.76"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","4.04"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Starchy Roots","2019","kg","25.74"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Starchy Roots","2019","kcal/capita/day","48"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","1.11"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","0.06"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2019","kg","36.29"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Sugar & Sweeteners","2019","kcal/capita/day","288"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0.01"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Pulses","2019","kg","2.06"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Pulses","2019","kcal/capita/day","19"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Pulses","2019","g/capita/day","1.24"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Pulses","2019","g/capita/day","0.09"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Treenuts","2019","kg","1.71"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Treenuts","2019","kcal/capita/day","12"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","0.33"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","1.09"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Oilcrops","2019","kg","5.08"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Oilcrops","2019","kcal/capita/day","37"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","1.35"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","3.26"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Vegetable Oils","2019","kg","14.57"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Vegetable Oils","2019","kcal/capita/day","382"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","0.03"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","43.19"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Vegetables","2019","kg","97.2"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Vegetables","2019","kcal/capita/day","56"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","2.34"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","0.52"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2019","kg","61.66"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2019","kcal/capita/day","88"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","1.14"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","0.44"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Stimulants","2019","kg","3.68"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Stimulants","2019","kcal/capita/day","11"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","0.94"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","0.37"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Spices","2019","kg","0.98"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Spices","2019","kcal/capita/day","9"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.34"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.42"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","2019","kg","96.43"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Alcoholic Beverages","2019","kcal/capita/day","150"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","1.12"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","0"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Meat","2019","kg","59.89"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Meat","2019","kcal/capita/day","252"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Meat","2019","g/capita/day","19.78"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Meat","2019","g/capita/day","18.62"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Offals","2019","kg","5.06"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Offals","2019","kcal/capita/day","17"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Offals","2019","g/capita/day","2.55"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Offals","2019","g/capita/day","0.51"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Animal fats","2019","kg","3.55"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Animal fats","2019","kcal/capita/day","147"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","0.35"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Animal fats","2019","g/capita/day","16.22"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Eggs","2019","kg","8.34"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Eggs","2019","kcal/capita/day","32"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Eggs","2019","g/capita/day","2.59"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Eggs","2019","g/capita/day","2.26"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2019","kg","132.92"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Milk - Excluding Butter","2019","kcal/capita/day","226"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Milk - Excluding Butter","2019","g/capita/day","13.86"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Milk - Excluding Butter","2019","g/capita/day","14.13"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Fish, Seafood","2019","kg","7.31"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Fish, Seafood","2019","kcal/capita/day","16"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Fish, Seafood","2019","g/capita/day","2.28"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Fish, Seafood","2019","g/capita/day","0.67"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Aquatic Products, Other","2019","kg","0"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Aquatic Products, Other","2019","kcal/capita/day","0"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Aquatic Products, Other","2019","g/capita/day","0"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Aquatic Products, Other","2019","g/capita/day","0"
"Food Balances (2010-)","Bulgaria","Food supply quantity (kg/capita/yr)","Miscellaneous","2019","kg","2.2"
"Food Balances (2010-)","Bulgaria","Food supply (kcal/capita/day)","Miscellaneous","2019","kcal/capita/day","4"
"Food Balances (2010-)","Bulgaria","Protein supply quantity (g/capita/day)","Miscellaneous","2019","g/capita/day","0.13"
"Food Balances (2010-)","Bulgaria","Fat supply quantity (g/capita/day)","Miscellaneous","2019","g/capita/day","0.04"
"Food Balances (2010-)","Czechia","Total Population - Both sexes","Population","2019","1000 persons","10689"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Grand Total","2019","kcal/capita/day","3286"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Grand Total","2019","g/capita/day","86.77"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Grand Total","2019","g/capita/day","147.79"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Vegetal Products","2019","kcal/capita/day","2342"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Vegetal Products","2019","g/capita/day","34.68"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Vegetal Products","2019","g/capita/day","72.54"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Animal Products","2019","kcal/capita/day","945"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Animal Products","2019","g/capita/day","52.09"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Animal Products","2019","g/capita/day","75.25"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Cereals - Excluding Beer","2019","kg","102.07"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Cereals - Excluding Beer","2019","kcal/capita/day","751"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","21.59"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Cereals - Excluding Beer","2019","g/capita/day","3.01"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Starchy Roots","2019","kg","66.09"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Starchy Roots","2019","kcal/capita/day","127"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","2.99"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Starchy Roots","2019","g/capita/day","0.18"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Sugar & Sweeteners","2019","kg","40.13"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Sugar & Sweeteners","2019","kcal/capita/day","320"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0.02"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Sugar & Sweeteners","2019","g/capita/day","0"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Pulses","2019","kg","2.12"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Pulses","2019","kcal/capita/day","20"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Pulses","2019","g/capita/day","1.36"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Pulses","2019","g/capita/day","0.12"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Treenuts","2019","kg","0.95"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Treenuts","2019","kcal/capita/day","15"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","0.41"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Treenuts","2019","g/capita/day","1.36"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Oilcrops","2019","kg","2.2"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Oilcrops","2019","kcal/capita/day","22"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","1.07"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Oilcrops","2019","g/capita/day","1.79"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Vegetable Oils","2019","kg","17.91"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Vegetable Oils","2019","kcal/capita/day","549"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","0.1"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Vegetable Oils","2019","g/capita/day","62.05"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Vegetables","2019","kg","77.03"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Vegetables","2019","kcal/capita/day","59"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","2.53"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Vegetables","2019","g/capita/day","0.49"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Fruits - Excluding Wine","2019","kg","55.73"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Fruits - Excluding Wine","2019","kcal/capita/day","79"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","0.91"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Fruits - Excluding Wine","2019","g/capita/day","0.52"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Stimulants","2019","kg","2.62"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Stimulants","2019","kcal/capita/day","34"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","1.03"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Stimulants","2019","g/capita/day","2.75"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Spices","2019","kg","0.44"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Spices","2019","kcal/capita/day","4"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.12"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Spices","2019","g/capita/day","0.13"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Alcoholic Beverages","2019","kg","178.07"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Alcoholic Beverages","2019","kcal/capita/day","348"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","2.08"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Alcoholic Beverages","2019","g/capita/day","0"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Meat","2019","kg","79.89"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Meat","2019","kcal/capita/day","322"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Meat","2019","g/capita/day","24.19"
"Food Balances (2010-)","Czechia","Fat supply quantity (g/capita/day)","Meat","2019","g/capita/day","24.15"
"Food Balances (2010-)","Czechia","Food supply quantity (kg/capita/yr)","Offals","2019","kg","2.68"
"Food Balances (2010-)","Czechia","Food supply (kcal/capita/day)","Offals","2019","kcal/capita/day","9"
"Food Balances (2010-)","Czechia","Protein supply quantity (g/capita/day)","Offals","2019","g/capita/day","1.32"
